Metadata.Timestamp,Metadata.Length,Metadata.CapLen,Ethernet.SrcMAC,Ethernet.DstMAC,Ethernet.EthernetType,Ethernet.Length,IPv4.IHL,IPv4.Protocol,IPv4.SrcIP,IPv4.DstIP,UDP.SrcPort,UDP.DstPort,UDP.Length,TCP.SrcPort,TCP.DstPort,TCP.Seq,TCP.Ack,TCP.DataOffset,TCP.FIN,TCP.SYN,TCP.RST,TCP.PSH,TCP.ACK,TCP.URG,Payload.Length,Payload.filter,Payload.tbd
1579296576054171,60,60,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,25,,,,,,,,,,,,17,80:61:78:34:2c:73:35:5d:47:,
1579296576054230,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:35:2c:73:35:5d:47:,
1579296576054257,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:36:2c:73:35:5d:47:,
1579296576054272,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:37:2c:73:35:5d:47:,
1579296576054309,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:38:2c:73:35:5d:47:,
1579296576054324,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:39:2c:73:35:5d:47:,
1579296576054337,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:3a:2c:73:35:5d:47:,
1579296576054374,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:3b:2c:73:35:5d:47:,
1579296576055082,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:3c:2c:73:35:5d:47:,
1579296576055111,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:3d:2c:73:35:5d:47:,
1579296576055140,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:3e:2c:73:35:5d:47:,
1579296576055154,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:3f:2c:73:35:5d:47:,
1579296576055193,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:40:2c:73:35:5d:47:,
1579296576055208,319,319,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,285,,,,,,,,,,,,277,80:e1:78:41:2c:73:35:5d:47:,
1579296576095163,106,106,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,72,,,,,,,,,,,,64,80:c8:00:06:47:6a:14:23:e1:,
1579296576095191,106,106,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,72,,,,,,,,,,,,64,80:c8:00:06:24:05:e4:4d:e1:,
1579296576101517,618,618,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,584,,,,,,,,,,,,576,80:e1:78:42:2c:73:4c:91:47:,
1579296576120526,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:b5:67:a4:c3:74:24:,
1579296576120551,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:46:,
1579296576133093,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:b6:67:a4:c6:94:24:,
1579296576144030,726,726,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,692,,,,,,,,,,,,684,80:e1:78:43:2c:73:58:85:47:,
1579296576145477,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:b7:67:a4:c9:b4:24:,
1579296576197280,98,98,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49256,38993,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:64:,
1579296576199872,110,110,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:64:,
1579296576203088,980,980,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,946,,,,,,,,,,,,938,80:e1:78:44:2c:73:6f:b9:47:,
1579296576241650,609,609,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,575,,,,,,,,,,,,567,80:e1:78:45:2c:73:7b:ad:47:,
1579296576261223,110,110,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49256,38993,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:46:,
1579296576308550,828,828,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,794,,,,,,,,,,,,786,80:e1:78:46:2c:73:92:e1:47:,
1579296576329323,476,476,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,442,,,,,,,,,,,,434,80:e1:78:47:2c:73:9e:7b:47:,
1579296576375462,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:b8:67:a4:cc:d4:24:,
1579296576388323,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:b9:67:a4:cf:f4:24:,
1579296576400976,571,571,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,537,,,,,,,,,,,,529,80:e1:78:48:2c:73:b6:09:47:,
1579296576444606,407,407,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,373,,,,,,,,,,,,365,80:e1:78:49:2c:73:c1:a3:47:,
1579296576502852,503,503,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,469,,,,,,,,,,,,461,80:e1:78:4a:2c:73:d9:31:47:,
1579296576543319,363,363,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,329,,,,,,,,,,,,321,80:e1:78:4b:2c:73:e4:cb:47:,
1579296576610011,506,506,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,472,,,,,,,,,,,,464,80:e1:78:4c:2c:73:fc:59:47:,
1579296576631490,369,369,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,335,,,,,,,,,,,,327,80:e1:78:4d:2c:74:07:f3:47:,
1579296576631976,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:ba:67:a4:d3:14:24:,
1579296576646317,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:bb:67:a4:d6:34:24:,
1579296576653746,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:bc:67:a4:d9:54:24:,
1579296576705865,434,434,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,400,,,,,,,,,,,,392,80:e1:78:4e:2c:74:1f:81:47:,
1579296576750990,345,345,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,311,,,,,,,,,,,,303,80:e1:78:4f:2c:74:2b:1b:47:,
1579296576804105,475,475,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,441,,,,,,,,,,,,433,80:e1:78:50:2c:74:42:a9:47:,
1579296576839358,457,457,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,423,,,,,,,,,,,,415,80:e1:78:51:2c:74:4e:43:47:,
1579296576887473,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:bd:67:a4:dc:74:24:,
1579296576900321,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:be:67:a4:df:94:24:,
1579296576914506,574,574,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,540,,,,,,,,,,,,532,80:e1:78:52:2c:74:65:d1:47:,
1579296576930245,425,425,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,391,,,,,,,,,,,,383,80:e1:78:53:2c:74:71:6b:47:,
1579296577007782,577,577,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,543,,,,,,,,,,,,535,80:e1:78:54:2c:74:88:9f:47:,
1579296577043562,426,426,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,392,,,,,,,,,,,,384,80:e1:78:55:2c:74:94:93:47:,
1579296577082316,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:44:,
1579296577098969,578,578,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,544,,,,,,,,,,,,536,80:e1:78:56:2c:74:ab:c7:47:,
1579296577128773,110,110,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49256,38993,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:44:,
1579296577140523,98,98,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49256,38993,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:6a:,
1579296577141775,426,426,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,392,,,,,,,,,,,,384,80:e1:78:57:2c:74:b7:bb:47:,
1579296577141818,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:bf:67:a4:e2:b4:24:,
1579296577142242,110,110,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:6a:,
1579296577157534,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:c0:67:a4:e5:d4:24:,
1579296577164020,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:c1:67:a4:e8:f4:24:,
1579296577216452,636,636,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,602,,,,,,,,,,,,594,80:e1:78:58:2c:74:ce:ef:47:,
1579296577233938,427,427,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,393,,,,,,,,,,,,385,80:e1:78:59:2c:74:da:e3:47:,
1579296577306496,641,641,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,607,,,,,,,,,,,,599,80:e1:78:5a:2c:74:f2:17:47:,
1579296577349445,599,599,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,565,,,,,,,,,,,,557,80:e1:78:5b:2c:74:fd:b1:47:,
1579296577399521,468,468,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,434,,,,,,,,,,,,426,80:e1:78:5c:2c:75:15:3f:47:,
1579296577399555,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:c2:67:a4:ec:14:24:,
1579296577411364,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:c3:67:a4:ef:34:24:,
1579296577425123,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:c4:67:a4:f2:54:24:,
1579296577439682,300,300,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,266,,,,,,,,,,,,258,80:e1:78:5d:2c:75:20:d9:47:,
1579296577512546,361,361,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,327,,,,,,,,,,,,319,80:e1:78:5e:2c:75:38:67:47:,
1579296577534914,65,65,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,31,,,,,,,,,,,,23,80:61:78:5f:2c:75:44:01:47:,
1579296577536247,60,60,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,25,,,,,,,,,,,,17,80:61:78:60:2c:75:44:01:47:,
1579296577536891,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:61:2c:75:44:01:47:,
1579296577536919,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:62:2c:75:44:01:47:,
1579296577536945,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:63:2c:75:44:01:47:,
1579296577536960,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:64:2c:75:44:01:47:,
1579296577537001,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:65:2c:75:44:01:47:,
1579296577537016,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:66:2c:75:44:01:47:,
1579296577537039,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:67:2c:75:44:01:47:,
1579296577537070,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:68:2c:75:44:01:47:,
1579296577537105,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:69:2c:75:44:01:47:,
1579296577537776,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:6a:2c:75:44:01:47:,
1579296577537806,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:6b:2c:75:44:01:47:,
1579296577537831,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:78:6c:2c:75:44:01:47:,
1579296577538322,1167,1167,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1133,,,,,,,,,,,,1125,80:e1:78:6d:2c:75:44:01:47:,
1579296577604592,127,127,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,93,,,,,,,,,,,,85,80:e1:78:6e:2c:75:5b:8f:47:,
1579296577642672,133,133,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,99,,,,,,,,,,,,91,80:e1:78:6f:2c:75:67:29:47:,
1579296577668994,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:c5:67:a4:f5:74:24:,
1579296577669740,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:c6:67:a4:f8:94:24:,
1579296577707551,211,211,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,177,,,,,,,,,,,,169,80:e1:78:70:2c:75:7e:b7:47:,
1579296577738829,200,200,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,166,,,,,,,,,,,,158,80:e1:78:71:2c:75:8a:51:47:,
1579296577802570,279,279,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,245,,,,,,,,,,,,237,80:e1:78:72:2c:75:a1:df:47:,
1579296577831496,135,135,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,101,,,,,,,,,,,,93,80:e1:78:73:2c:75:ad:79:47:,
1579296577915843,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:c7:67:a4:fb:b4:24:,
1579296577927001,110,110,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,76,,,,,,,,,,,,68,80:e1:78:74:2c:75:c5:07:47:,
1579296577927041,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:c8:67:a4:fe:d4:24:,
1579296577930144,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:c9:67:a5:01:f4:24:,
1579296577965497,126,126,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,92,,,,,,,,,,,,84,80:e1:78:75:2c:75:d0:fb:47:,
1579296578006933,255,255,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,221,,,,,,,,,,,,213,80:e1:78:76:2c:75:e8:89:47:,
1579296578043371,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:63:,
1579296578043400,210,210,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,176,,,,,,,,,,,,168,80:e1:78:77:2c:75:f4:7d:47:,
1579296578091148,110,110,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49256,38993,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:63:,
1579296578098535,324,324,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,290,,,,,,,,,,,,282,80:e1:78:78:2c:76:0b:b1:47:,
1579296578099702,98,98,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49256,38993,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:78:,
1579296578101771,110,110,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:78:,
1579296578137580,229,229,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,195,,,,,,,,,,,,187,80:e1:78:79:2c:76:17:a5:47:,
1579296578168580,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:ca:67:a5:05:14:24:,
1579296578219107,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:cb:67:a5:08:34:24:,
1579296578224833,372,372,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,338,,,,,,,,,,,,330,80:e1:78:7a:2c:76:2e:d9:47:,
1579296578270851,318,318,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,284,,,,,,,,,,,,276,80:e1:78:7b:2c:76:3a:cd:47:,
1579296578305591,423,423,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,389,,,,,,,,,,,,381,80:e1:78:7c:2c:76:52:5b:47:,
1579296578353104,560,560,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,526,,,,,,,,,,,,518,80:e1:78:7d:2c:76:5d:f5:47:,
1579296578402203,961,961,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,927,,,,,,,,,,,,919,80:e1:78:7e:2c:76:75:83:47:,
1579296578428336,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:cc:67:a5:0b:54:24:,
1579296578441935,697,697,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,663,,,,,,,,,,,,655,80:e1:78:7f:2c:76:81:1d:47:,
1579296578445182,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:cd:67:a5:0e:74:24:,
1579296578445209,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:ce:67:a5:11:94:24:,
1579296578495099,1064,1064,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1030,,,,,,,,,,,,1022,80:e1:78:80:2c:76:98:ab:47:,
1579296578531660,841,841,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,807,,,,,,,,,,,,799,80:e1:78:81:2c:76:a4:45:47:,
1579296578620548,1074,1074,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1040,,,,,,,,,,,,1032,80:e1:78:82:2c:76:bb:d3:47:,
1579296578656862,1011,1011,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,977,,,,,,,,,,,,969,80:e1:78:83:2c:76:c7:6d:47:,
1579296578680830,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:cf:67:a5:14:b4:24:,
1579296578710360,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:d0:67:a5:17:d4:24:,
