Metadata.Timestamp,Metadata.Length,Metadata.CapLen,Ethernet.SrcMAC,Ethernet.DstMAC,Ethernet.EthernetType,Ethernet.Length,IPv4.IHL,IPv4.Protocol,IPv4.SrcIP,IPv4.DstIP,UDP.SrcPort,UDP.DstPort,UDP.Length,TCP.SrcPort,TCP.DstPort,TCP.Seq,TCP.Ack,TCP.DataOffset,TCP.FIN,TCP.SYN,TCP.RST,TCP.PSH,TCP.ACK,TCP.URG,Payload.Length,Payload.filter,Payload.tbd
1579296386188210,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:55:30:4a:59:8c:27:,
1579296386188238,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:56:30:4a:59:8c:27:,
1579296386188263,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:57:30:4a:59:8c:27:,
1579296386188290,1068,1068,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1034,,,,,,,,,,,,1026,80:e1:18:58:30:4a:59:8c:27:,
1579296386188302,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:67:fb:5c:c7:e1:f3:d8:,
1579296386188315,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:67:fc:5c:c7:e5:13:d8:,
1579296386219033,364,364,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,330,,,,,,,,,,,,322,80:e1:18:59:30:4a:65:26:27:,
1579296386269765,861,861,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,827,,,,,,,,,,,,819,80:e1:18:5a:30:4a:7c:b4:27:,
1579296386305613,674,674,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,640,,,,,,,,,,,,632,80:e1:18:5b:30:4a:88:4e:27:,
1579296386365083,1075,1075,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1041,,,,,,,,,,,,1033,80:e1:18:5c:30:4a:9f:82:27:,
1579296386397462,662,662,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,628,,,,,,,,,,,,620,80:e1:18:5d:30:4a:ab:1c:27:,
1579296386428551,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:67:fd:5c:c7:e8:33:d8:,
1579296386441237,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:67:fe:5c:c7:eb:53:d8:,
1579296386454228,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:67:ff:5c:c7:ee:73:d8:,
1579296386468308,965,965,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,931,,,,,,,,,,,,923,80:e1:18:5e:30:4a:c2:50:27:,
1579296386512688,561,561,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,527,,,,,,,,,,,,519,80:e1:18:5f:30:4a:ce:44:27:,
1579296386589581,869,869,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,835,,,,,,,,,,,,827,80:e1:18:60:30:4a:e5:78:27:,
1579296386604923,579,579,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,545,,,,,,,,,,,,537,80:e1:18:61:30:4a:f1:6c:27:,
1579296386629691,204,204,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399480138,4253413571,8,false,false,false,true,true,false,138,17:03:01:00:20:11:1f:42:f0:,
1579296386674059,888,888,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,854,,,,,,,,,,,,846,80:e1:18:62:30:4b:08:a0:27:,
1579296386681765,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:00:5c:c7:f1:93:d8:,
1579296386685376,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253413571,2399480276,8,false,false,false,false,true,false,,,
1579296386686471,199,199,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253413571,2399480276,8,false,false,false,true,true,false,133,17:03:01:00:80:80:ad:b7:3e:,
1579296386695789,590,590,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,556,,,,,,,,,,,,548,80:e1:18:63:30:4b:14:94:27:,
1579296386701371,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:01:5c:c7:f4:b3:d8:,
1579296386723408,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399480276,4253413704,8,false,false,false,false,true,false,,,
1579296386778548,819,819,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,785,,,,,,,,,,,,777,80:e1:18:64:30:4b:2b:c8:27:,
1579296386808625,511,511,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,477,,,,,,,,,,,,469,80:e1:18:65:30:4b:37:62:27:,
1579296386834036,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:2b:,
1579296386848134,98,98,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49994,36995,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:61:,
1579296386849659,110,110,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:61:,
1579296386870545,837,837,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,803,,,,,,,,,,,,795,80:e1:18:66:30:4b:4e:f0:27:,
1579296386884848,110,110,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49994,36995,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:2b:,
1579296386904645,651,651,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,617,,,,,,,,,,,,609,80:e1:18:67:30:4b:5a:8a:27:,
1579296386948631,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:02:5c:c7:f7:d3:d8:,
1579296386954842,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:03:5c:c7:fa:f3:d8:,
1579296386964823,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:04:5c:c7:fe:13:d8:,
1579296386980148,797,797,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,763,,,,,,,,,,,,755,80:e1:18:68:30:4b:72:18:27:,
1579296387004780,604,604,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,570,,,,,,,,,,,,562,80:e1:18:69:30:4b:7d:b2:27:,
1579296387072699,500,500,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,466,,,,,,,,,,,,458,80:e1:18:6a:30:4b:95:40:27:,
1579296387106689,360,360,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,326,,,,,,,,,,,,318,80:e1:18:6b:30:4b:a0:da:27:,
1579296387172925,396,396,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,362,,,,,,,,,,,,354,80:e1:18:6c:30:4b:b8:68:27:,
1579296387198437,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:05:5c:c8:01:33:d8:,
1579296387204061,231,231,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,197,,,,,,,,,,,,189,80:e1:18:6d:30:4b:c4:02:27:,
1579296387211576,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:06:5c:c8:04:53:d8:,
1579296387267029,290,290,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,256,,,,,,,,,,,,248,80:e1:18:6e:30:4b:db:90:27:,
1579296387310444,233,233,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,199,,,,,,,,,,,,191,80:e1:18:6f:30:4b:e7:2a:27:,
1579296387373562,300,300,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,266,,,,,,,,,,,,258,80:e1:18:70:30:4b:fe:b8:27:,
1579296387404784,354,354,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,320,,,,,,,,,,,,312,80:e1:18:71:30:4c:0a:52:27:,
1579296387455418,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:07:5c:c8:07:73:d8:,
1579296387467795,430,430,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,396,,,,,,,,,,,,388,80:e1:18:72:30:4c:21:86:27:,
1579296387470190,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:08:5c:c8:0a:93:d8:,
1579296387475312,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:09:5c:c8:0d:b3:d8:,
1579296387511338,359,359,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,325,,,,,,,,,,,,317,80:e1:18:73:30:4c:2d:7a:27:,
1579296387568077,472,472,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,438,,,,,,,,,,,,430,80:e1:18:74:30:4c:44:ae:27:,
1579296387603369,303,303,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,269,,,,,,,,,,,,261,80:e1:18:75:30:4c:50:a2:27:,
1579296387674884,65,65,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,31,,,,,,,,,,,,23,80:61:18:76:30:4c:67:d6:27:,
1579296387675539,60,60,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,25,,,,,,,,,,,,17,80:61:18:77:30:4c:67:d6:27:,
1579296387675587,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:78:30:4c:67:d6:27:,
1579296387675626,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:79:30:4c:67:d6:27:,
1579296387682886,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:7a:30:4c:67:d6:27:,
1579296387682914,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:7b:30:4c:67:d6:27:,
1579296387694642,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:7c:30:4c:67:d6:27:,
1579296387694672,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:7d:30:4c:67:d6:27:,
1579296387694697,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:7e:30:4c:67:d6:27:,
1579296387694711,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:7f:30:4c:67:d6:27:,
1579296387694748,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:80:30:4c:67:d6:27:,
1579296387694777,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:81:30:4c:67:d6:27:,
1579296387694806,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:82:30:4c:67:d6:27:,
1579296387694821,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:83:30:4c:67:d6:27:,
1579296387694849,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1422,,,,,,,,,,,,1414,80:61:18:84:30:4c:67:d6:27:,
1579296387705254,1405,1405,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,1371,,,,,,,,,,,,1363,80:e1:18:85:30:4c:67:d6:27:,
1579296387706224,150,150,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,116,,,,,,,,,,,,108,80:e1:18:86:30:4c:73:ca:27:,
1579296387710608,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:0a:5c:c8:10:d3:d8:,
1579296387739362,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:0b:5c:c8:13:f3:d8:,
1579296387739393,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:0c:5c:c8:17:13:d8:,
1579296387739407,106,106,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,72,,,,,,,,,,,,64,80:c8:00:06:27:c6:c3:9e:e1:,
1579296387739431,106,106,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,72,,,,,,,,,,,,64,80:c8:00:06:d8:2c:00:90:e1:,
1579296387764621,286,286,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,252,,,,,,,,,,,,244,80:e1:18:87:30:4c:8a:fe:27:,
1579296387794830,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:77:,
1579296387809041,98,98,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49994,36995,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:67:,
1579296387809781,289,289,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,255,,,,,,,,,,,,247,80:e1:18:88:30:4c:96:98:27:,
1579296387821614,110,110,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:67:,
1579296387842484,110,110,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49994,36995,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:77:,
1579296387865305,401,401,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,367,,,,,,,,,,,,359,80:e1:18:89:30:4c:ae:26:27:,
1579296387900882,293,293,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,259,,,,,,,,,,,,251,80:e1:18:8a:30:4c:b9:c0:27:,
1579296387968038,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:0d:5c:c8:1a:33:d8:,
1579296387976465,488,488,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,454,,,,,,,,,,,,446,80:e1:18:8b:30:4c:d1:4e:27:,
1579296387982395,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:0e:5c:c8:1d:53:d8:,
1579296388002932,359,359,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,325,,,,,,,,,,,,317,80:e1:18:8c:30:4c:dc:e8:27:,
1579296388064478,62,62,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,3468(ttcmremotectrl),28,,,,,,,,,,,,20,00:01:00:00:21:12:a4:42:51:,
1579296388069937,548,548,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,514,,,,,,,,,,,,506,80:e1:18:8d:30:4c:f4:76:27:,
1579296388087291,150,150,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,3468(ttcmremotectrl),36995,116,,,,,,,,,,,,108,01:01:00:58:21:12:a4:42:51:,
1579296388110111,418,418,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,384,,,,,,,,,,,,376,80:e1:18:8e:30:4d:00:10:27:,
1579296388172013,633,633,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,599,,,,,,,,,,,,591,80:e1:18:8f:30:4d:17:9e:27:,
1579296388205176,428,428,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,394,,,,,,,,,,,,386,80:e1:18:90:30:4d:23:38:27:,
1579296388219478,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:0f:5c:c8:20:73:d8:,
1579296388234401,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:10:5c:c8:23:93:d8:,
1579296388249250,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:11:5c:c8:26:b3:d8:,
1579296388269145,711,711,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,677,,,,,,,,,,,,669,80:e1:18:91:30:4d:3a:c6:27:,
1579296388309659,528,528,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,494,,,,,,,,,,,,486,80:e1:18:92:30:4d:46:60:27:,
1579296388374034,826,826,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,792,,,,,,,,,,,,784,80:e1:18:93:30:4d:5d:ee:27:,
1579296388409476,588,588,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,554,,,,,,,,,,,,546,80:e1:18:94:30:4d:69:88:27:,
1579296388467726,915,915,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,881,,,,,,,,,,,,873,80:e1:18:95:30:4d:80:bc:27:,
1579296388473403,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:12:5c:c8:29:d3:d8:,
1579296388487107,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:13:5c:c8:2c:f3:d8:,
1579296388508207,524,524,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,490,,,,,,,,,,,,482,80:e1:18:96:30:4d:8c:b0:27:,
1579296388564795,62,62,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,3468(ttcmremotectrl),28,,,,,,,,,,,,20,00:01:00:00:21:12:a4:42:51:,
1579296388564849,935,935,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,901,,,,,,,,,,,,893,80:e1:18:97:30:4d:a3:e4:27:,
1579296388587562,150,150,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,3468(ttcmremotectrl),36995,116,,,,,,,,,,,,108,01:01:00:58:21:12:a4:42:51:,
1579296388601653,612,612,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,578,,,,,,,,,,,,570,80:e1:18:98:30:4d:af:d8:27:,
1579296388680012,799,799,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,765,,,,,,,,,,,,757,80:e1:18:99:30:4d:c7:0c:27:,
1579296388699816,523,523,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,489,,,,,,,,,,,,481,80:e1:18:9a:30:4d:d3:00:27:,
1579296388735638,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:14:5c:c8:30:13:d8:,
1579296388753644,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:15:5c:c8:33:33:d8:,
1579296388753671,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:38:,
1579296388758123,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,820,,,,,,,,,,,,812,80:80:68:16:5c:c8:36:53:d8:,
1579296388764521,636,636,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,602,,,,,,,,,,,,594,80:e1:18:9b:30:4d:ea:34:27:,
1579296388769539,98,98,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49994,36995,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:76:,
1579296388778054,110,110,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:76:,
1579296388809001,473,473,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,49994,439,,,,,,,,,,,,431,80:e1:18:9c:30:4d:f5:ce:27:,
1579296388809445,110,110,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49994,36995,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:38:,
